id,has_ml,has_cloud,has_backend,seniority_score
4397941923,False,False,False,3
4398842165,False,False,False,1
4402825722,False,False,False,2
4397942846,False,False,False,2
4406413680,False,False,False,1
4382003931,False,False,False,1
4387551576,False,False,True,1
4398858848,False,True,True,4
4406632880,False,False,False,1
4406001402,False,False,False,2
4403274127,False,False,False,1
4398405846,False,False,True,2
4398400979,False,False,True,4
4400457782,False,False,False,1
4403254729,False,True,True,1
4395878275,False,False,True,4
4374855074,False,False,False,2
4406404984,False,False,False,2
4398859823,False,False,False,1
4390038891,False,False,True,1
4403266549,False,False,False,1
4405565586,False,False,False,2
4404112692,False,False,False,1
4406404985,False,False,False,1
4405580168,False,False,False,1
4372606470,False,False,False,1
4405585119,False,False,False,2
4387521255,False,False,False,1
4403229498,False,False,False,1
4397943891,False,False,False,1
4366073496,False,False,False,1
4299268561,False,True,False,1
4356595024,False,False,False,1
4403276022,False,False,False,1
4400465671,False,False,True,1
4385704331,False,False,False,1
4406087688,False,False,False,2
4385706267,False,False,False,2
4385770532,False,False,False,1
4406424360,False,False,False,1
4406401293,False,False,False,1
4404112691,False,True,True,1
4406086699,False,False,False,1
4353511631,False,False,True,2
4384000820,False,False,False,1
4405192362,False,False,False,1
4406087689,False,False,False,1
4392766411,False,False,False,1
4385765641,False,False,False,3
4397957316,False,False,False,1
4351247219,False,False,False,1
4395167567,False,False,False,1
4398839246,False,False,False,1
4364420281,False,False,False,1
4293626359,True,False,True,1
4392763589,False,False,False,1
4293626360,False,False,False,1
4358048154,False,False,False,1
4384017124,False,False,False,1
4347711436,False,False,False,1
4405577220,False,False,False,1
4399982739,False,False,False,3
4405181510,False,False,True,2
4248455849,False,False,False,1
4378956382,False,False,False,1
4349602615,False,False,True,2
4406415737,False,False,False,1
4400403416,False,False,False,1
4399549530,False,False,True,1
4381279168,False,False,False,1
4392763591,False,False,False,1
4373775184,False,False,False,1
4405572247,False,False,False,2
4405172636,False,False,False,1
4395732472,False,False,False,1
4364550188,False,False,False,1
4405179569,False,False,False,1
4380206125,False,False,False,1
4406643369,False,False,False,1
4399348105,False,False,True,1
4405184566,False,False,False,1
4350248246,False,False,False,1
4344772998,False,False,True,1
4406082876,False,False,False,1
4379899382,False,False,False,1
4397598069,False,False,False,1
4405186481,False,False,False,1
4405183518,False,False,False,1
4406098424,False,False,False,1
4392666807,False,False,False,1
4406700471,False,False,False,1
4373788081,False,False,False,1
4358058096,False,False,False,1
4406706405,False,False,False,1
4406004377,False,False,False,1
4373787104,False,False,False,1
4381518848,False,False,False,1
4381277197,False,False,True,1
4359537219,False,False,False,1
4359527275,False,False,False,1
4405568401,False,False,False,1
4392774268,False,False,False,1
4359830364,False,False,False,1
