id,companyName,title,seniority_score,area,location
4397941923,C6 Bank,Associate Product Manager Senior | Produtos de Investimentos,3,backend,"São Paulo, São Paulo, Brazil (On-site)"
4398842165,C6 Bank,Pessoa Estagiária | ESG - Ambiental e Governança,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4402825722,C6 Bank,Analista de Finanças Pleno | Gerencial,2,data,"São Paulo, São Paulo, Brazil (On-site)"
4397942846,C6 Bank,Carbon Partner Pleno | Assessoria de Investimentos Local | Curitiba,2,backend,"Curitiba, Paraná, Brazil (On-site)"
4406413680,C6 Bank,Analista de Negócios Jr | Comercial Atacado,1,backend,Greater Porto Alegre (On-site)
4382003931,C6 Bank,Pessoa Estagiária | Crédito e Antifraude,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4387551576,C6 Bank,Pessoa Estagiária | Segurança e Antifraude,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4398858848,C6 Bank,Especialista Back-end Java e Kotlin | Cartões,4,data,"São Paulo, São Paulo, Brazil (On-site)"
4406632880,C6 Bank,Product Design | Human Experience - HX,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4406001402,C6 Bank,Analista de Negócios Pleno | Cartões - Pessoa Física,2,data,"São Paulo, São Paulo, Brazil (On-site)"
4403274127,C6 Bank,Analista de Negócios Junior | Planejamento,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4398405846,C6 Bank,Pessoa Desenvolvedora Backend Pleno Kotlin/Java | Cartões,2,data,"São Paulo, São Paulo, Brazil (On-site)"
4398400979,C6 Bank,Generative AI Development Specialist | AI Engineering,4,backend,"São Paulo, São Paulo, Brazil (On-site)"
4400457782,C6 Bank,Analista Jr de Experiência Conversacional (AI & Chatbots) | C6 Assistant,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4403254729,C6 Bank,Pessoa Desenvolvedora Back-end Java/ Kotlin Sênior | Investments Engineering,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4395878275,C6 Bank,Especialista de Dados | Engenharia de Plataforma de Dados,4,data,"São Paulo, São Paulo, Brazil (On-site)"
4374855074,C6 Bank,Carbon Partner Pleno | Assessoria de Investimentos Local | Porto Alegre,2,backend,Greater Porto Alegre (On-site)
4406404984,C6 Bank,Pessoa Assessora de Investimentos Pleno | Alta Renda,2,backend,"São Paulo, São Paulo, Brazil (On-site)"
4398859823,C6 Bank,Graphene Partner Sênior | Segmento Private | São Paulo,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4390038891,C6 Bank,Pessoa Engenheira Sênior de Dados | Plataforma de Dados,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4403266549,C6 Bank,Analista de Consignado Sênior | Negócios,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4405565586,C6 Bank,Carbon Partner Pleno | Assessoria de Investimentos Local | Ribeirão Preto,2,backend,"São Paulo, São Paulo, Brazil (On-site)"
4404112692,C6 Bank,Analista de Negócios Sênior | Consignado,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4406404985,C6 Bank,Assistente de Negócio | PJ C6 Pay Franquia,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4405580168,C6 Bank,Graphene Partner Sênior | Segmento Private | São Paulo,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4372606470,C6 Bank,Gerente de Plataforma Veículos | Segmento Concessionárias | Campinas - SP,1,backend,"Campinas, São Paulo, Brazil (On-site)"
4405585119,C6 Bank,Carbon Partner Pleno,2,data,"Ribeirão Preto, São Paulo, Brazil (On-site)"
4387521255,C6 Bank,Auxiliar Administrativo | BackOffice Cartões | Vaga Afirmativa para Pessoas com Deficiência,1,backend,"São Paulo, São Paulo, Brazil (Hybrid)"
4403229498,C6 Bank,Analista PL de Crédito e Recuperação,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4397943891,C6 Bank,Carbon Partner Sênior | Assessoria de Investimentos Local | Porto Alegre,1,backend,Greater Porto Alegre (On-site)
4366073496,C6 Bank,Graphene Partner Sênior | Segmento Private | Porto Alegre,1,backend,Greater Porto Alegre (On-site)
4299268561,C6 Bank,Vem ser CSixer | Banco de Talentos para Finance TechBoost,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4356595024,C6 Bank,Carbon Partner Sênior | Assessoria de Investimentos Local | Curitiba,1,backend,"Curitiba, Paraná, Brazil (On-site)"
4403276022,C6 Bank,Analista Sênior de Negócios | Planejamento,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4400465671,C6 Bank,Analista de Product Design Jr | Inovação,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4385704331,C6 Bank,Carbon Partner Sênior | Assessoria de Investimentos Local | Rio de Janeiro,1,backend,"Rio de Janeiro, Rio de Janeiro, Brazil (On-site)"
4406087688,C6 Bank,Analista Pleno de CRM,2,data,"São Paulo, São Paulo, Brazil (On-site)"
4385706267,C6 Bank,Carbon Partner Pleno | Assessoria de Investimentos Local | Goiânia,2,backend,"Goiânia, Goiás, Brazil (On-site)"
4385770532,C6 Bank,Pessoa Estagiária | Engenharia de Plataforma,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4406424360,C6 Bank,Pessoa Assessora de Investimentos Junior | Alta Renda,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4406401293,C6 Bank,Pessoa Engenheira de Produtos | Regulatórios,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4404112691,C6 Bank,Pessoa Desenvolvedora Backend Sênior Kotlin/Java | Câmbio,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4406086699,C6 Bank,Assistente de Cobrança | Cobrança,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4353511631,C6 Bank,Gerente de Negócios Pleno | Comercial Alta Renda,2,backend,"São Paulo, São Paulo, Brazil (On-site)"
4384000820,C6 Bank,Pessoa Consultora de Seguros | Auto | Distrito Federal,1,backend,"Brasília, Federal District, Brazil (On-site)"
4405192362,C6 Bank,Gerente de Negócios Veículos | Chapecó - Santa Catarina,1,backend,"Chapecó, Santa Catarina, Brazil (On-site)"
4406087689,C6 Bank,Auxiliar Administrativo | Recrutamento e Seleção | Vaga Afirmativa para Pessoas com Deficiência,1,backend,"São Paulo, São Paulo, Brazil (Hybrid)"
4392766411,C6 Bank,Analista de Controles Internos e Riscos Operacionais Sênior | Processos & Controles,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4385765641,C6 Bank,Analista de Negócios SR | Parcelados Pessoa Jurídica,3,data,"São Paulo, São Paulo, Brazil (On-site)"
4397957316,C6 Bank,Gerente de Negócios Veículos | Maringá - Paraná,1,backend,"Maringá, Paraná, Brazil (On-site)"
4351247219,C6 Bank,Analista de PLD Sênior | Governança - Monitoramento,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4395167567,C6 Bank,Analista de DHO e Treinamento Sênior | Development & Insights,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4398839246,C6 Bank,Analista Sênior de Eficiência e Projetos de Atendimento | Governança Solucione,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4364420281,C6 Bank,Head de Produtos e Negócios de Empréstimos para Pessoa Física | PF,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4293626359,C6 Bank,Analista de Riscos Sênior | Risco de Modelo,1,data,"São Paulo, São Paulo, Brazil (On-site)"
4392763589,C6 Bank,Gerente de Negócios Veículos | Fortaleza - Ceará,1,backend,"Fortaleza, Ceará, Brazil (On-site)"
4293626360,C6 Bank,Analista de Crédito e Recuperação Sênior,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4358048154,C6 Bank,Gerente de Relacionamento | C6 Empresas - Pessoa Jurídica | São Paulo - São Paulo,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4384017124,C6 Bank,Pessoa Consultora de Seguros | Auto | Salvador,1,backend,"Salvador, Bahia, Brazil (On-site)"
4347711436,C6 Bank,Pessoa Consultora de Seguros | Auto | São Paulo,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4405577220,C6 Bank,Carbon Partner Sênior | Assessoria de Investimentos Local | Ribeirão Preto,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
4399982739,C6 Bank,Analista Sr de Crédito e Recuperação,3,data,"São Paulo, São Paulo, Brazil (On-site)"
4405181510,C6 Bank,Pessoa Assessora de Investimentos Pleno | Assessoria PJ,2,backend,"São Paulo, São Paulo, Brazil (On-site)"
4248455849,C6 Bank,Analista de Risco de Mercado Sênior | Riscos,1,backend,"São Paulo, São Paulo, Brazil (On-site)"
