id,empresa,titulo,area,senioridade,modelo_trabalho,cidade,estado,pais,data_publicacao,n_candidatos,emprego_tipo,seniority_li,job_function_li,industries,easy_apply,tem_salario,link,apply_url,n_funcionarios_empresa
4270741879,C6 Bank,SRE | Site Reliability Engineering,tecnologia,nao_classificado,presencial,São Paulo,São Paulo,BR,2026-04-27,200,Full-time,Not Applicable,Engineering and Information Technology,Banking,False,False,https://www.linkedin.com/jobs/view/4270741879,https://job-boards.greenhouse.io/c6bank/jobs/4565813005,4946
4381518848,C6 Bank,Gerente de Vendas Cash Management Sênior | GVS,operacoes,senior,presencial,São Paulo,São Paulo,BR,2026-04-21,200,Full-time,Not Applicable,Management and Manufacturing,Banking,False,False,https://www.linkedin.com/jobs/view/4381518848,https://job-boards.greenhouse.io/c6bank/jobs/4667676005,4946
4395878275,C6 Bank,Especialista de Dados | Engenharia de Plataforma de Dados,tecnologia,especialista,presencial,São Paulo,São Paulo,BR,2026-04-22,114,Full-time,Not Applicable,Information Technology,Banking,False,False,https://www.linkedin.com/jobs/view/4395878275,https://job-boards.greenhouse.io/c6bank/jobs/4669324005,4946
4398400979,C6 Bank,Generative AI Development Specialist | AI Engineering,tecnologia,especialista,presencial,São Paulo,São Paulo,BR,2026-04-29,108,Full-time,Not Applicable,Other,Banking,False,False,https://www.linkedin.com/jobs/view/4398400979,https://job-boards.greenhouse.io/c6bank/jobs/4682302005,4946
4293626359,C6 Bank,Analista de Riscos Sênior | Risco de Modelo,corporativo,senior,presencial,São Paulo,São Paulo,BR,2026-04-29,200,Full-time,Not Applicable,Finance and Sales,Banking,False,False,https://www.linkedin.com/jobs/view/4293626359,https://job-boards.greenhouse.io/c6bank/jobs/4604661005,4946
4385770532,C6 Bank,Pessoa Estagiária | Engenharia de Plataforma,tecnologia,estagio,presencial,São Paulo,São Paulo,BR,2026-04-11,200,Full-time,Not Applicable,Engineering and Information Technology,Banking,False,False,https://www.linkedin.com/jobs/view/4385770532,https://job-boards.greenhouse.io/c6bank/jobs/4675686005,4946
4406401293,C6 Bank,Pessoa Engenheira de Produtos | Regulatórios,tecnologia,nao_classificado,presencial,São Paulo,São Paulo,BR,2026-04-29,25,Full-time,Not Applicable,Engineering and Information Technology,Banking,False,False,https://www.linkedin.com/jobs/view/4406401293,https://job-boards.greenhouse.io/c6bank/jobs/4690119005,4946
4406415737,C6 Bank,Auxiliar Administrativo | BackOffice Jurídico | Vaga Afirmativa para Pessoas com Deficiência,corporativo,nao_classificado,hibrido,São Paulo,São Paulo,BR,2026-04-29,116,Full-time,Not Applicable,Legal,Banking,False,False,https://www.linkedin.com/jobs/view/4406415737,https://job-boards.greenhouse.io/c6bank/jobs/4683972005,4946
4248455849,C6 Bank,Analista de Risco de Mercado Sênior | Riscos,corporativo,senior,presencial,São Paulo,São Paulo,BR,2026-04-27,200,Full-time,Not Applicable,Finance and Sales,Banking,False,False,https://www.linkedin.com/jobs/view/4248455849,https://job-boards.greenhouse.io/c6bank/jobs/4576202005,4946
4382003931,C6 Bank,Pessoa Estagiária | Crédito e Antifraude,corporativo,estagio,presencial,São Paulo,São Paulo,BR,2026-04-21,200,Full-time,Not Applicable,Finance and Sales,Banking,False,False,https://www.linkedin.com/jobs/view/4382003931,https://job-boards.greenhouse.io/c6bank/jobs/4671331005,4946
4378956382,C6 Bank,Product Owner Sênior | Cash PJ/PF & Digital Services,negocios,senior,presencial,São Paulo,São Paulo,BR,2026-04-18,200,Full-time,Not Applicable,Product Management and Marketing,Banking,False,False,https://www.linkedin.com/jobs/view/4378956382,https://job-boards.greenhouse.io/c6bank/jobs/4666263005,4946
4387521255,C6 Bank,Auxiliar Administrativo | BackOffice Cartões | Vaga Afirmativa para Pessoas com Deficiência,operacoes,nao_classificado,hibrido,São Paulo,São Paulo,BR,2026-04-15,200,Full-time,Not Applicable,Administrative,Banking,False,False,https://www.linkedin.com/jobs/view/4387521255,https://job-boards.greenhouse.io/c6bank/jobs/4671262005,4946
4406087689,C6 Bank,Auxiliar Administrativo | Recrutamento e Seleção | Vaga Afirmativa para Pessoas com Deficiência,operacoes,nao_classificado,hibrido,São Paulo,São Paulo,BR,2026-04-29,190,Full-time,Not Applicable,Administrative,Banking,False,False,https://www.linkedin.com/jobs/view/4406087689,https://job-boards.greenhouse.io/c6bank/jobs/4690062005,4946
4264637250,C6 Bank,Auxiliar Administrativo | Banco de Talentos para Pessoas com Deficiência,operacoes,nao_classificado,presencial,São Paulo,São Paulo,BR,2026-04-14,200,Full-time,Not Applicable,Administrative,Banking,False,False,https://www.linkedin.com/jobs/view/4264637250,https://job-boards.greenhouse.io/c6bank/jobs/4541641005,4946
4387551576,C6 Bank,Pessoa Estagiária | Segurança e Antifraude,tecnologia,estagio,presencial,São Paulo,São Paulo,BR,2026-04-14,200,Full-time,Not Applicable,"Other, Information Technology, and Management",Banking,False,False,https://www.linkedin.com/jobs/view/4387551576,https://job-boards.greenhouse.io/c6bank/jobs/4676539005,4946
4384000820,C6 Bank,Pessoa Consultora de Seguros | Auto | Distrito Federal,operacoes,nao_classificado,presencial,Brasília,Federal District,BR,2026-04-28,200,Full-time,Not Applicable,Management and Manufacturing,Banking,False,False,https://www.linkedin.com/jobs/view/4384000820,https://job-boards.greenhouse.io/c6bank/jobs/4673416005,4946
4347711436,C6 Bank,Pessoa Consultora de Seguros | Auto | São Paulo,operacoes,nao_classificado,presencial,São Paulo,São Paulo,BR,2026-04-19,200,Full-time,Not Applicable,Management and Manufacturing,Banking,False,False,https://www.linkedin.com/jobs/view/4347711436,https://job-boards.greenhouse.io/c6bank/jobs/4634051005,4946
4399982739,C6 Bank,Analista Sr de Crédito e Recuperação,corporativo,senior,presencial,São Paulo,São Paulo,BR,2026-04-15,200,Full-time,Not Applicable,Finance and Sales,Banking,False,False,https://www.linkedin.com/jobs/view/4399982739,https://job-boards.greenhouse.io/c6bank/jobs/4684064005,4946
4403266549,C6 Bank,Analista de Consignado Sênior | Negócios,dados,senior,presencial,São Paulo,São Paulo,BR,2026-04-23,134,Full-time,Not Applicable,"Research, Analyst, and Information Technology",Banking,False,False,https://www.linkedin.com/jobs/view/4403266549,https://job-boards.greenhouse.io/c6bank/jobs/4688188005,4946
4405568401,C6 Bank,Gerente de Negócios Veículos | Carapicuíba - São Paulo,negocios,gerente,presencial,São Paulo,São Paulo,BR,2026-04-28,43,Full-time,Not Applicable,Sales and Business Development,Banking,False,False,https://www.linkedin.com/jobs/view/4405568401,https://job-boards.greenhouse.io/c6bank/jobs/4689661005,4946
4404112692,C6 Bank,Analista de Negócios Sênior | Consignado,dados,senior,presencial,São Paulo,São Paulo,BR,2026-04-24,97,Full-time,Not Applicable,"Research, Analyst, and Information Technology",Banking,False,False,https://www.linkedin.com/jobs/view/4404112692,https://job-boards.greenhouse.io/c6bank/jobs/4684887005,4946
4392766411,C6 Bank,Analista de Controles Internos e Riscos Operacionais Sênior | Processos & Controles,operacoes,estagio,presencial,São Paulo,São Paulo,BR,2026-04-18,200,Full-time,Not Applicable,Management and Manufacturing,Banking,False,False,https://www.linkedin.com/jobs/view/4392766411,https://job-boards.greenhouse.io/c6bank/jobs/4678307005,4946
4293626360,C6 Bank,Analista de Crédito e Recuperação Sênior,negocios,senior,presencial,São Paulo,São Paulo,BR,2026-04-29,200,Full-time,Not Applicable,Business Development and Sales,Banking,False,False,https://www.linkedin.com/jobs/view/4293626360,https://job-boards.greenhouse.io/c6bank/jobs/4603541005,4946
4400119502,C6 Bank,Assistente de Atendimento | BackOffice Cartões,tecnologia,nao_classificado,presencial,São Paulo,São Paulo,BR,2026-04-15,200,Full-time,Not Applicable,Other,Banking,False,False,https://www.linkedin.com/jobs/view/4400119502,https://job-boards.greenhouse.io/c6bank/jobs/4684070005,4946
4390038891,C6 Bank,Pessoa Engenheira Sênior de Dados | Plataforma de Dados,tecnologia,senior,presencial,São Paulo,São Paulo,BR,2026-04-16,86,Full-time,Not Applicable,Information Technology,Banking,False,False,https://www.linkedin.com/jobs/view/4390038891,https://job-boards.greenhouse.io/c6bank/jobs/4677582005,4946
4404112691,C6 Bank,Pessoa Desenvolvedora Backend Sênior Kotlin/Java | Câmbio,tecnologia,senior,presencial,São Paulo,São Paulo,BR,2026-04-24,25,Full-time,Not Applicable,Engineering and Information Technology,Banking,False,False,https://www.linkedin.com/jobs/view/4404112691,https://job-boards.greenhouse.io/c6bank/jobs/4674199005,4946
4398858848,C6 Bank,Especialista Back-end Java e Kotlin | Cartões,tecnologia,especialista,presencial,São Paulo,São Paulo,BR,2026-05-01,73,Full-time,Not Applicable,Engineering and Information Technology,Banking,False,False,https://www.linkedin.com/jobs/view/4398858848,https://job-boards.greenhouse.io/c6bank/jobs/4598321005,4946
4403254729,C6 Bank,Pessoa Desenvolvedora Back-end Java/ Kotlin Sênior | Investments Engineering,tecnologia,senior,presencial,São Paulo,São Paulo,BR,2026-04-23,33,Full-time,Not Applicable,Engineering and Information Technology,Banking,False,False,https://www.linkedin.com/jobs/view/4403254729,https://job-boards.greenhouse.io/c6bank/jobs/4669321005,4946
4406706405,C6 Bank,Operador de Atendimento | Atendimento VIP | Vaga Afirmativa para Pessoas com Deficiência,tecnologia,nao_classificado,presencial,São Paulo,São Paulo,BR,2026-04-30,39,Full-time,Not Applicable,Other,Banking,False,False,https://www.linkedin.com/jobs/view/4406706405,https://job-boards.greenhouse.io/c6bank/jobs/4689296005,4946
4406086699,C6 Bank,Assistente de Cobrança | Cobrança,corporativo,nao_classificado,presencial,São Paulo,São Paulo,BR,2026-04-29,200,Full-time,Not Applicable,Accounting/Auditing and Finance,Banking,False,False,https://www.linkedin.com/jobs/view/4406086699,https://job-boards.greenhouse.io/c6bank/jobs/4690106005,4946
4398405846,C6 Bank,Pessoa Desenvolvedora Backend Pleno Kotlin/Java | Cartões,tecnologia,pleno,presencial,São Paulo,São Paulo,BR,2026-04-29,116,Full-time,Not Applicable,Engineering and Information Technology,Banking,False,False,https://www.linkedin.com/jobs/view/4398405846,https://job-boards.greenhouse.io/c6bank/jobs/4671071005,4946
4406098424,C6 Bank,Massoterapeuta | Benefícios | Vaga Afirmativa para Pessoas com Deficiência,operacoes,nao_classificado,presencial,São Paulo,São Paulo,BR,2026-04-29,65,Full-time,Not Applicable,Health Care Provider,Banking,False,False,https://www.linkedin.com/jobs/view/4406098424,https://job-boards.greenhouse.io/c6bank/jobs/4685571005,4946
4385765641,C6 Bank,Analista de Negócios SR | Parcelados Pessoa Jurídica,dados,senior,presencial,São Paulo,São Paulo,BR,2026-04-11,136,Full-time,Not Applicable,"Research, Analyst, and Information Technology",Banking,False,False,https://www.linkedin.com/jobs/view/4385765641,https://job-boards.greenhouse.io/c6bank/jobs/4671182005,4946
4384017124,C6 Bank,Pessoa Consultora de Seguros | Auto | Salvador,operacoes,nao_classificado,presencial,Salvador,Bahia,BR,2026-04-28,200,Full-time,Not Applicable,Management and Manufacturing,Banking,False,False,https://www.linkedin.com/jobs/view/4384017124,https://job-boards.greenhouse.io/c6bank/jobs/4673414005,4946
3801443866,C6 Bank,Vem Ser CSixer | Banco de Talentos para Pessoas com Deficiência,corporativo,nao_classificado,presencial,São Paulo,São Paulo,BR,2026-04-10,200,Full-time,Not Applicable,Human Resources,Banking,False,False,https://www.linkedin.com/jobs/view/3801443866,https://job-boards.greenhouse.io/c6bank/jobs/4109729005,4946
4405572247,C6 Bank,Graphene Partner Pleno | Segmento Private | São Paulo,negocios,pleno,presencial,São Paulo,São Paulo,BR,2026-04-28,28,Full-time,Not Applicable,"General Business, Management, and Business Development",Banking,False,False,https://www.linkedin.com/jobs/view/4405572247,https://job-boards.greenhouse.io/c6bank/jobs/4689602005,4946
4406643369,C6 Bank,Gerente de Negócios Veículos | Grande ABC - São Paulo,negocios,gerente,presencial,Santo André,São Paulo,BR,2026-04-24,130,Full-time,Not Applicable,Sales and Business Development,Banking,False,False,https://www.linkedin.com/jobs/view/4406643369,https://job-boards.greenhouse.io/c6bank/jobs/4677358005,4946
4351247219,C6 Bank,Analista de PLD Sênior | Governança - Monitoramento,corporativo,senior,presencial,São Paulo,São Paulo,BR,2026-04-22,200,Full-time,Not Applicable,Finance and Sales,Banking,False,False,https://www.linkedin.com/jobs/view/4351247219,https://job-boards.greenhouse.io/c6bank/jobs/4645790005,4946
4406404984,C6 Bank,Pessoa Assessora de Investimentos Pleno | Alta Renda,corporativo,pleno,presencial,São Paulo,São Paulo,BR,2026-04-29,57,Full-time,Not Applicable,Finance and Sales,Banking,False,False,https://www.linkedin.com/jobs/view/4406404984,https://job-boards.greenhouse.io/c6bank/jobs/4668282005,4946
4395732472,C6 Bank,Gerente de Negócios | Seguros,negocios,gerente,presencial,São Paulo,São Paulo,BR,2026-04-24,200,Full-time,Not Applicable,Sales and Business Development,Banking,False,False,https://www.linkedin.com/jobs/view/4395732472,https://job-boards.greenhouse.io/c6bank/jobs/4681097005,4946
4400403416,C6 Bank,Gerente de Vendas Cash Management Júnior | GVS,operacoes,junior,presencial,São Paulo,São Paulo,BR,2026-04-16,66,Full-time,Not Applicable,Management and Manufacturing,Banking,False,False,https://www.linkedin.com/jobs/view/4400403416,https://job-boards.greenhouse.io/c6bank/jobs/4685564005,4946
4405192362,C6 Bank,Gerente de Negócios Veículos | Chapecó - Santa Catarina,negocios,gerente,presencial,Chapecó,Santa Catarina,BR,2026-04-27,54,Full-time,Not Applicable,Sales and Business Development,Banking,False,False,https://www.linkedin.com/jobs/view/4405192362,https://job-boards.greenhouse.io/c6bank/jobs/4689473005,4946
4406404985,C6 Bank,Assistente de Negócio | PJ C6 Pay Franquia,operacoes,nao_classificado,presencial,São Paulo,São Paulo,BR,2026-04-29,127,Full-time,Not Applicable,Administrative,Banking,False,False,https://www.linkedin.com/jobs/view/4406404985,https://job-boards.greenhouse.io/c6bank/jobs/4690073005,4946
4364550188,C6 Bank,Analista de Parcerias Sênior | Pessoa Física,dados,senior,presencial,São Paulo,São Paulo,BR,2026-04-19,200,Full-time,Not Applicable,"Research, Analyst, and Information Technology",Banking,False,False,https://www.linkedin.com/jobs/view/4364550188,https://job-boards.greenhouse.io/c6bank/jobs/4662296005,4946
4353511631,C6 Bank,Gerente de Negócios Pleno | Comercial Alta Renda,negocios,pleno,presencial,São Paulo,São Paulo,BR,2026-04-11,200,Full-time,Not Applicable,Sales and Business Development,Banking,False,False,https://www.linkedin.com/jobs/view/4353511631,https://job-boards.greenhouse.io/c6bank/jobs/4650293005,4946
4406424360,C6 Bank,Pessoa Assessora de Investimentos Junior | Alta Renda,corporativo,junior,presencial,São Paulo,São Paulo,BR,2026-04-29,200,Full-time,Not Applicable,Finance and Sales,Banking,False,False,https://www.linkedin.com/jobs/view/4406424360,https://job-boards.greenhouse.io/c6bank/jobs/4690518005,4946
4406004377,C6 Bank,Pessoa Coordenadora Comercial | Varejo - Médias Empresas | Pessoa Jurídica,negocios,coordenador,presencial,São Paulo,São Paulo,BR,2026-04-28,52,Full-time,Not Applicable,Sales and Management,Banking,False,False,https://www.linkedin.com/jobs/view/4406004377,https://job-boards.greenhouse.io/c6bank/jobs/4689771005,4946
4405580168,C6 Bank,Graphene Partner Sênior | Segmento Private | São Paulo,negocios,senior,presencial,São Paulo,São Paulo,BR,2026-04-28,84,Full-time,Not Applicable,"General Business, Management, and Business Development",Banking,False,False,https://www.linkedin.com/jobs/view/4405580168,https://job-boards.greenhouse.io/c6bank/jobs/4689471005,4946
4406700471,C6 Bank,Auxiliar Administrativo | Logística | Vaga Afirmativa para Pessoas com Deficiência,operacoes,nao_classificado,presencial,São Paulo,São Paulo,BR,2026-04-30,28,Full-time,Not Applicable,Administrative,Banking,False,False,https://www.linkedin.com/jobs/view/4406700471,https://job-boards.greenhouse.io/c6bank/jobs/4690917005,4946
4406632880,C6 Bank,Product Design | Human Experience - HX,tecnologia,nao_classificado,presencial,São Paulo,São Paulo,BR,2026-04-24,200,Full-time,Not Applicable,"Design, Art/Creative, and Information Technology",Banking,False,False,https://www.linkedin.com/jobs/view/4406632880,https://job-boards.greenhouse.io/c6bank/jobs/4688768005,4946
4403229498,C6 Bank,Analista PL de Crédito e Recuperação,corporativo,pleno,presencial,São Paulo,São Paulo,BR,2026-04-23,200,Full-time,Not Applicable,Finance and Sales,Banking,False,False,https://www.linkedin.com/jobs/view/4403229498,https://job-boards.greenhouse.io/c6bank/jobs/4665672005,4946
4405181510,C6 Bank,Pessoa Assessora de Investimentos Pleno | Assessoria PJ,corporativo,pleno,presencial,São Paulo,São Paulo,BR,2026-04-27,76,Full-time,Not Applicable,Finance and Sales,Banking,False,False,https://www.linkedin.com/jobs/view/4405181510,https://job-boards.greenhouse.io/c6bank/jobs/4684488005,4946
4402825722,C6 Bank,Analista de Finanças Pleno | Gerencial,corporativo,pleno,presencial,São Paulo,São Paulo,BR,2026-04-22,200,Full-time,Not Applicable,Finance and Sales,Banking,False,False,https://www.linkedin.com/jobs/view/4402825722,https://job-boards.greenhouse.io/c6bank/jobs/4685243005,4946
4398859823,C6 Bank,Graphene Partner Sênior | Segmento Private | São Paulo,negocios,senior,presencial,São Paulo,São Paulo,BR,2026-05-01,117,Full-time,Not Applicable,"General Business, Management, and Business Development",Banking,False,False,https://www.linkedin.com/jobs/view/4398859823,https://job-boards.greenhouse.io/c6bank/jobs/4683624005,4946
4359830364,C6 Bank,Gerente de Relacionamento Digital Sênior | Mesa VIP - Médias Empresas | Pessoa Jurídica,negocios,senior,presencial,São Paulo,São Paulo,BR,2026-04-25,200,Full-time,Not Applicable,Sales and Business Development,Banking,False,False,https://www.linkedin.com/jobs/view/4359830364,https://job-boards.greenhouse.io/c6bank/jobs/4649281005,4946
4406001402,C6 Bank,Analista de Negócios Pleno | Cartões - Pessoa Física,dados,pleno,presencial,São Paulo,São Paulo,BR,2026-04-28,156,Full-time,Not Applicable,"Research, Analyst, and Information Technology",Banking,False,False,https://www.linkedin.com/jobs/view/4406001402,https://job-boards.greenhouse.io/c6bank/jobs/4688315005,4946
4380206125,C6 Bank,Gerente de Negócios Veículos | Praia Grande - São Paulo,negocios,gerente,presencial,Santos,São Paulo,BR,2026-04-18,200,Full-time,Not Applicable,Sales and Business Development,Banking,False,False,https://www.linkedin.com/jobs/view/4380206125,https://job-boards.greenhouse.io/c6bank/jobs/4670061005,4946
4392763589,C6 Bank,Gerente de Negócios Veículos | Fortaleza - Ceará,negocios,gerente,presencial,Fortaleza,Ceará,BR,2026-04-18,200,Full-time,Not Applicable,Sales and Business Development,Banking,False,False,https://www.linkedin.com/jobs/view/4392763589,https://job-boards.greenhouse.io/c6bank/jobs/4671496005,4946
3801449091,C6 Bank,Banco de Talentos | Pessoa Estagiária,corporativo,estagio,presencial,São Paulo,São Paulo,BR,2026-04-10,200,Full-time,Not Applicable,Human Resources,Banking,False,False,https://www.linkedin.com/jobs/view/3801449091,https://job-boards.greenhouse.io/c6bank/jobs/4303200005,4946
4405183518,C6 Bank,Gerente de Relacionamento | C6 Empresas - Pessoa Jurídica | Cuiabá - Mato Grosso,negocios,gerente,presencial,Cuiabá,Mato Grosso,BR,2026-04-27,72,Full-time,Not Applicable,"Marketing, Public Relations, and Writing/Editing",Banking,False,False,https://www.linkedin.com/jobs/view/4405183518,https://job-boards.greenhouse.io/c6bank/jobs/4689416005,4946
4405565586,C6 Bank,Carbon Partner Pleno | Assessoria de Investimentos Local | Ribeirão Preto,negocios,pleno,presencial,São Paulo,São Paulo,BR,2026-04-28,25,Full-time,Not Applicable,"General Business, Management, and Business Development",Banking,False,False,https://www.linkedin.com/jobs/view/4405565586,https://job-boards.greenhouse.io/c6bank/jobs/4689691005,4946
4397957316,C6 Bank,Gerente de Negócios Veículos | Maringá - Paraná,negocios,gerente,presencial,Maringá,Paraná,BR,2026-04-28,108,Full-time,Not Applicable,Sales and Business Development,Banking,False,False,https://www.linkedin.com/jobs/view/4397957316,https://job-boards.greenhouse.io/c6bank/jobs/4681609005,4946
4406082876,C6 Bank,Gerente de Negócios Veículos | São José do Rio Preto - São Paulo,negocios,gerente,presencial,São José do Rio Preto,São Paulo,BR,2026-04-29,98,Full-time,Not Applicable,Sales and Business Development,Banking,False,False,https://www.linkedin.com/jobs/view/4406082876,https://job-boards.greenhouse.io/c6bank/jobs/4678342005,4946
4299268561,C6 Bank,Vem ser CSixer | Banco de Talentos para Finance TechBoost,corporativo,nao_classificado,presencial,São Paulo,São Paulo,BR,2026-04-17,200,Full-time,Not Applicable,Human Resources,Banking,False,False,https://www.linkedin.com/jobs/view/4299268561,https://job-boards.greenhouse.io/c6bank/jobs/4597915005,4946
4403276022,C6 Bank,Analista Sênior de Negócios | Planejamento,dados,senior,presencial,São Paulo,São Paulo,BR,2026-04-23,196,Full-time,Not Applicable,"Research, Analyst, and Information Technology",Banking,False,False,https://www.linkedin.com/jobs/view/4403276022,https://job-boards.greenhouse.io/c6bank/jobs/4686917005,4946
4364420281,C6 Bank,Head de Produtos e Negócios de Empréstimos para Pessoa Física | PF,negocios,nao_classificado,presencial,São Paulo,São Paulo,BR,2026-04-19,200,Full-time,Not Applicable,Product Management and Marketing,Banking,False,False,https://www.linkedin.com/jobs/view/4364420281,https://job-boards.greenhouse.io/c6bank/jobs/4661560005,4946
4372606470,C6 Bank,Gerente de Plataforma Veículos | Segmento Concessionárias | Campinas - SP,tecnologia,gerente,presencial,Campinas,São Paulo,BR,2026-04-25,200,Full-time,Not Applicable,Engineering and Information Technology,Banking,False,False,https://www.linkedin.com/jobs/view/4372606470,https://job-boards.greenhouse.io/c6bank/jobs/4662459005,4946
4379899382,C6 Bank,Gerente de Negócios Veículos | Curitiba - Paraná,negocios,gerente,presencial,Curitiba,Paraná,BR,2026-04-17,200,Full-time,Not Applicable,Sales and Business Development,Banking,False,False,https://www.linkedin.com/jobs/view/4379899382,https://job-boards.greenhouse.io/c6bank/jobs/4670066005,4946
4356595024,C6 Bank,Carbon Partner Sênior | Assessoria de Investimentos Local | Curitiba,negocios,senior,presencial,Curitiba,Paraná,BR,2026-04-28,134,Full-time,Not Applicable,"General Business, Management, and Business Development",Banking,False,False,https://www.linkedin.com/jobs/view/4356595024,https://job-boards.greenhouse.io/c6bank/jobs/4649758005,4946
4399549530,C6 Bank,Gerente de Negócios Sênior | Atacado - Corporate | Maringá - Paraná,negocios,senior,presencial,Maringá,Paraná,BR,2026-04-13,168,Full-time,Not Applicable,Sales and Business Development,Banking,False,False,https://www.linkedin.com/jobs/view/4399549530,https://job-boards.greenhouse.io/c6bank/jobs/4684191005,4946
4406087688,C6 Bank,Analista Pleno de CRM,tecnologia,pleno,presencial,São Paulo,São Paulo,BR,2026-04-29,104,Full-time,Not Applicable,Other,Banking,False,False,https://www.linkedin.com/jobs/view/4406087688,https://job-boards.greenhouse.io/c6bank/jobs/4686908005,4946
4395167567,C6 Bank,Analista de DHO e Treinamento Sênior | Development & Insights,corporativo,senior,presencial,São Paulo,São Paulo,BR,2026-04-21,200,Full-time,Not Applicable,Human Resources,Banking,False,False,https://www.linkedin.com/jobs/view/4395167567,https://job-boards.greenhouse.io/c6bank/jobs/4666244005,4946
4405179569,C6 Bank,Gerente de Relacionamento | C6 Empresas - Pessoa Jurídica | Florianópolis - Santa Catarina,negocios,gerente,presencial,Florianópolis,Santa Catarina,BR,2026-04-27,101,Full-time,Not Applicable,"Marketing, Public Relations, and Writing/Editing",Banking,False,False,https://www.linkedin.com/jobs/view/4405179569,https://job-boards.greenhouse.io/c6bank/jobs/4689404005,4946
4381277197,C6 Bank,Gerente de Negócios Sênior | Atacado - Corporate | Belo Horizonte - Minas Gerais,negocios,senior,presencial,Belo Horizonte,Minas Gerais,BR,2026-04-21,200,Full-time,Not Applicable,Sales and Business Development,Banking,False,False,https://www.linkedin.com/jobs/view/4381277197,https://job-boards.greenhouse.io/c6bank/jobs/4670882005,4946
4397941923,C6 Bank,Associate Product Manager Senior | Produtos de Investimentos,negocios,senior,presencial,São Paulo,São Paulo,BR,2026-04-28,200,Full-time,Not Applicable,Product Management and Marketing,Banking,False,False,https://www.linkedin.com/jobs/view/4397941923,https://job-boards.greenhouse.io/c6bank/jobs/4666269005,4946
4392666807,C6 Bank,"Gerente de Negócios Veículos | Grande Vitória (Vitória, Vila Velha ou Serra) - Espírito Santo",negocios,gerente,presencial,Vitória,Espírito Santo,BR,2026-04-18,200,Full-time,Not Applicable,Sales and Business Development,Banking,False,False,https://www.linkedin.com/jobs/view/4392666807,https://job-boards.greenhouse.io/c6bank/jobs/4677516005,4946
4399348105,C6 Bank,Gerente de Negócios Sênior | Atacado - Corporate | Ribeirão Preto - São Paulo,negocios,senior,presencial,Ribeirão Preto,São Paulo,BR,2026-04-11,200,Full-time,Not Applicable,Sales and Business Development,Banking,False,False,https://www.linkedin.com/jobs/view/4399348105,https://job-boards.greenhouse.io/c6bank/jobs/4684194005,4946
4359527275,C6 Bank,Gerente de Relacionamento | C6 Empresas - Pessoa Jurídica | Jundiaí - São Paulo,negocios,gerente,presencial,São Paulo,São Paulo,BR,2026-04-10,200,Full-time,Not Applicable,"Marketing, Public Relations, and Writing/Editing",Banking,False,False,https://www.linkedin.com/jobs/view/4359527275,https://job-boards.greenhouse.io/c6bank/jobs/4657349005,4946
4405577220,C6 Bank,Carbon Partner Sênior | Assessoria de Investimentos Local | Ribeirão Preto,negocios,senior,presencial,São Paulo,São Paulo,BR,2026-04-28,25,Full-time,Not Applicable,"General Business, Management, and Business Development",Banking,False,False,https://www.linkedin.com/jobs/view/4405577220,https://job-boards.greenhouse.io/c6bank/jobs/4689700005,4946
4381279168,C6 Bank,Gerente de Relacionamento | C6 Empresas - Pessoa Jurídica | Goiânia - Goiás,negocios,gerente,presencial,Goiânia,Goiás,BR,2026-04-20,200,Full-time,Not Applicable,"Marketing, Public Relations, and Writing/Editing",Banking,False,False,https://www.linkedin.com/jobs/view/4381279168,https://job-boards.greenhouse.io/c6bank/jobs/4661307005,4946
4400457782,C6 Bank,Analista Jr de Experiência Conversacional (AI & Chatbots) | C6 Assistant,negocios,junior,presencial,São Paulo,São Paulo,BR,2026-04-16,200,Full-time,Not Applicable,Business Development and Sales,Banking,False,False,https://www.linkedin.com/jobs/view/4400457782,https://job-boards.greenhouse.io/c6bank/jobs/4685434005,4946
4400465671,C6 Bank,Analista de Product Design Jr | Inovação,tecnologia,junior,presencial,São Paulo,São Paulo,BR,2026-04-16,200,Full-time,Not Applicable,"Design, Art/Creative, and Information Technology",Banking,False,False,https://www.linkedin.com/jobs/view/4400465671,https://job-boards.greenhouse.io/c6bank/jobs/4685890005,4946
4405184566,C6 Bank,Gerente de Relacionamento | C6 Empresas - Pessoa Jurídica | Itajaí - Santa Catarina,negocios,gerente,presencial,Itajaí,Santa Catarina,BR,2026-04-27,76,Full-time,Not Applicable,"Marketing, Public Relations, and Writing/Editing",Banking,False,False,https://www.linkedin.com/jobs/view/4405184566,https://job-boards.greenhouse.io/c6bank/jobs/4689309005,4946
4366073496,C6 Bank,Graphene Partner Sênior | Segmento Private | Porto Alegre,negocios,senior,presencial,Greater Porto Alegre,,BR,2026-04-23,200,Full-time,Not Applicable,"General Business, Management, and Business Development",Banking,False,False,https://www.linkedin.com/jobs/view/4366073496,https://job-boards.greenhouse.io/c6bank/jobs/4654206005,4946
4358048154,C6 Bank,Gerente de Relacionamento | C6 Empresas - Pessoa Jurídica | São Paulo - São Paulo,negocios,gerente,presencial,São Paulo,São Paulo,BR,2026-04-10,200,Full-time,Not Applicable,"Marketing, Public Relations, and Writing/Editing",Banking,False,False,https://www.linkedin.com/jobs/view/4358048154,https://job-boards.greenhouse.io/c6bank/jobs/4649279005,4946
